Q9BZW2	Gene::6561	7302
O75489	Gene::4722	189
Q46444	Gene::drugbank:BE0001870	22171
P52597	Gene::3185	824
Q91CQ6	Gene::drugbank:BE0009350	25005
P01303	Gene::4852	1829
P01130	Gene::3949	1840
P02765	Gene::197	825
Q92947	Gene::2639	1294
O95907	Gene::23539	399
P13100	Gene::drugbank:BE0003128	22614
P37088	Gene::6337	336
Q96DP5	Gene::123263	1113
O52646	Gene::drugbank:BE0003340	23385
P28476	Gene::2570	2249
P42892	Gene::1889	1512
Q51225	Gene::drugbank:BE0002980	22264
Q746I8	Gene::drugbank:BE0003032	22392
P81605	Gene::117159	274
Q0VD83	Gene::55911	6708
P48506	Gene::2729	1260
P49747	Gene::1311	1438
Q9NP56	Gene::27115	2290
Q46509	Gene::drugbank:BE0001458	21430
Q8NBQ5	Gene::51170	1955
Q9Y478	Gene::5564	470
P0A094	Gene::drugbank:BE0001483	21508
P11485	Gene::drugbank:BE0000584	20602
Q13258	Gene::5729	1798
O96017	Gene::11200	752
P62661	Gene::drugbank:BE0004215	24353
O60674	Gene::3717	601
Q96S86	Gene::145864	1834
Q14995	Gene::9975	11726
Q92598	Gene::10808	576
Q9Y468	Gene::26013	1045
P13498	Gene::1535	40554
Q07973	Gene::1591	1726
O95180	Gene::8912	2255
Q05932	Gene::2356	866
P09467	Gene::2203	595
P01374	Gene::4049	14224
P30531	Gene::6529	2337
P29372	Gene::4350	789
P00748	Gene::2161	597
Q96NR8	Gene::145226	1954
P11137	Gene::4133	300
P04926	Gene::drugbank:BE0008642	24682
P14550	Gene::10327	1932
P07711	Gene::1514	388
O95864	Gene::9415	2182
P07437	Gene::203068	109
P08069	Gene::3480	162
P07333	Gene::1436	1039
Q15375	Gene::2045	1841
Q14330	Gene::2841	1141
P16422	Gene::4072	10401
Q9BY49	Gene::55825	2122
P17412	Gene::drugbank:BE0004046	24131
Q9UF02	Gene::27091	12557
P47895	Gene::220	676
P15151	Gene::5817	1708
Q02127	Gene::1723	1508
Q9NQ25	Gene::57823	12433
P06396	Gene::2934	1028
Q99714	Gene::3028	346
Q8N5S9	Gene::84254	24916
P37058	Gene::3293	2145
P23234	Gene::drugbank:BE0003274	21272
P61457	Gene::5092	654
Q15750	Gene::10454	581
P22513	Gene::drugbank:BE0001536	21483
O43424	Gene::2895	1384
P83812	Gene::drugbank:BE0003180	22791
Q9UJT0	Gene::51175	2039
Q92800	Gene::2145	53087
P55017	Gene::6559	638
P14677	Gene::drugbank:BE0002392	20822
P17676	Gene::1051	238
P84141	Gene::drugbank:BE0002584	21117
P00132	Gene::drugbank:BE0002886	22450
Q9ZGH3	Gene::drugbank:BE0002590	22758
P51884	Gene::4060	1709
P19320	Gene::7412	25
Q99653	Gene::11261	24717
P11217	Gene::5837	475
Q8WWL2	Gene::84501	1886
Q03721	Gene::3749	622
P47901	Gene::553	2339
Q13555	Gene::818	1170
P43099	Gene::drugbank:BE0001763	23030
P04626	Gene::2064	119
Q95460	Gene::3140	10375
Q5HEB7	Gene::drugbank:BE0004095	24179
P29466	Gene::834	1357
P15692	Gene::7422	1245
P01100	Gene::2353	11303
P46439	Gene::2949	2078
P05327	Gene::drugbank:BE0002968	22248
P30084	Gene::1892	427
Q02762	Gene::drugbank:BE0003885	22287
Q13255	Gene::2911	105
Q7DHH4	Gene::drugbank:BE0002391	23494
Q9UGI9	Gene::53632	66284
Q6V0L0	Gene::340665	2295
Q93TU6	Gene::drugbank:BE0002845	22078
P07254	Gene::drugbank:BE0001649	22208
P19429	Gene::7137	1690
P53041	Gene::5536	552
O87949	Gene::drugbank:BE0003315	23274
Q7KZA3	Gene::2235	1453
P25006	Gene::drugbank:BE0001495	22808
P62312	Gene::11157	1440
Q8IWL2	Gene::653509	949
Q9NSA2	Gene::3750	4257
P50993	Gene::477	1991
P16109	Gene::6403	2227
Q9P0J0	Gene::51079	486
P01133	Gene::1950	1159
P10275	Gene::367	121
Q08638	Gene::drugbank:BE0001810	22332
P16442	Gene::28	5110
P48736	Gene::5294	124
Q06609	Gene::5888	756
P09012	Gene::6626	1826
P83849	Gene::drugbank:BE0003131	22633
P35558	Gene::5105	1015
P63104	Gene::7534	34
Q9BYC2	Gene::64064	1645
O15264	Gene::5603	10365
Q99873	Gene::3276	962
P42338	Gene::5291	735
Q9UBQ6	Gene::2135	1490
B2ZTR6	Gene::drugbank:BE0008388	20694
P10109	Gene::2230	471
Q59771	Gene::drugbank:BE0004112	21777
Q9UGI6	Gene::3782	1406
Q8TD08	Gene::225689	24944
P06241	Gene::2534	132
P29274	Gene::135	1870
Q7L0J3	Gene::9900	2298
Q9BTZ2	Gene::10901	893
Q7L266	Gene::80150	2033
O14936	Gene::8573	397
P51812	Gene::6197	612
Q96A70	Gene::113451	670
P14174	Gene::4282	1341
Q81Y15	Gene::drugbank:BE0004301	21384
P58335	Gene::118429	23733
P07949	Gene::5979	1290
P04731	Gene::4489	1392
Q13153	Gene::5058	12963
O60218	Gene::57016	684
P62258	Gene::7531	301
P20831	Gene::drugbank:BE0008385	20713
P30968	Gene::2798	2119
P53778	Gene::6300	1308
P39019	Gene::6223	97
P06280	Gene::2717	1152
O14594	Gene::1463	2194
Q96I99	Gene::8801	437
P20594	Gene::4882	2237
Q13546	Gene::8737	9144
P51168	Gene::6338	337
Q06528	Gene::drugbank:BE0001712	20997
P13254	Gene::drugbank:BE0003208	22990
Q9BZZ2	Gene::6614	2233
P09769	Gene::2268	137
Q16644	Gene::7867	1806
P80303	Gene::4925	24723
Q14181	Gene::23649	1786
P17538	Gene::1504	2279
P17596	Gene::drugbank:BE0004047	24132
P05102	Gene::drugbank:BE0002523	20988
P28335	Gene::3358	971
P37288	Gene::552	1975
P42261	Gene::2890	294
O14983	Gene::487	1055
Q93LD7	Gene::drugbank:BE0003349	23430
P16144	Gene::3691	23549
P01583	Gene::3552	9667
Q96EY8	Gene::326625	359
Q55813	Gene::drugbank:BE0003784	23906
P06210	Gene::drugbank:BE0004229	24384
P24557	Gene::6916	2235
P09958	Gene::5045	15
P46597	Gene::438	2015
Q8TCT1	Gene::162466	421
Q02156	Gene::5581	9526
Q9Y2H9	Gene::22983	24948
P52687	Gene::drugbank:BE0001941	23254
P96558	Gene::drugbank:BE0002817	23336
P52026	Gene::drugbank:BE0003871	24016
P14770	Gene::2815	6976
Q13133	Gene::10062	960
P06716	Gene::drugbank:BE0004173	23049
Q9UI09	Gene::55967	525
Q5T4S7	Gene::23352	23499
P31942	Gene::3189	1060
P14927	Gene::7381	51
P20645	Gene::4074	988
Q15858	Gene::6335	1752
P23284	Gene::5479	712
Q9UNQ0	Gene::9429	1720
Q6NUM9	Gene::54884	733
P07585	Gene::1634	844
P11310	Gene::34	1363
Q820S6	Gene::drugbank:BE0002711	21487
Q05514	Gene::drugbank:BE0002760	22690
Q06830	Gene::5052	602
P00381	Gene::drugbank:BE0001614	22010
Q99661	Gene::11004	794
P11836	Gene::931	9538
Q02818	Gene::4924	24722
P13612	Gene::3676	11225
Q9GZT9	Gene::54583	1549
P47944	Gene::84560	58972
Q96GR2	Gene::23205	1803
Q3JUV5	Gene::drugbank:BE0003737	23798
P36419	Gene::drugbank:BE0001325	21142
P22073	Gene::drugbank:BE0001804	21901
P48449	Gene::4047	2048
P0C6U8	Gene::drugbank:BE0004014	24106
Q59HE2	Gene::drugbank:BE0002157	20571
O75874	Gene::3417	379
Q9HD40	Gene::51091	4422
P25101	Gene::1909	2146
Q16322	Gene::3744	2217
Q72LA6	Gene::drugbank:BE0004381	24612
P41091	Gene::1968	725
Q7SIE2	Gene::drugbank:BE0002940	22192
Q13332	Gene::5802	834
P08922	Gene::6098	10040
Q16787	Gene::3909	15135
O60760	Gene::27306	2246
Q00796	Gene::6652	380
O95182	Gene::4701	495
P41439	Gene::2352	6678
P54278	Gene::5395	795
Q12797	Gene::444	206
P01552	Gene::drugbank:BE0001947	21655
P30085	Gene::51727	1229
P04350	Gene::10382	624
P02689	Gene::5375	455
P18505	Gene::2560	570
P33447	Gene::drugbank:BE0003210	22992
P29899	Gene::drugbank:BE0004356	24578
A0A0H2XJ39	Gene::drugbank:BE0004654	20807
O14791	Gene::8542	2141
P27448	Gene::4140	9357
P36404	Gene::402	25053
P09871	Gene::716	1013
P32947	Gene::drugbank:BE0001503	21392
P06858	Gene::4023	1385
P01906	Gene::3118	20552
P33316	Gene::1854	648
P21266	Gene::2947	1143
Q9NR82	Gene::56479	2183
P36578	Gene::6124	32
P13051	Gene::7374	785
P83792	Gene::drugbank:BE0002473	23406
Q57193	Gene::drugbank:BE0004186	22186
P08684	Gene::1576	218
P31013	Gene::drugbank:BE0004123	22862
P17900	Gene::2760	1602
P54219	Gene::6570	1371
Q16555	Gene::1808	562
P10147	Gene::6348	10077
O14521	Gene::6392	2037
Q16099	Gene::2900	1533
P12268	Gene::3615	375
Q48436	Gene::drugbank:BE0002635	21678
O15528	Gene::1594	3914
P10398	Gene::369	746
Q86UW8	Gene::404037	7242
O94925	Gene::2744	823
P48169	Gene::2557	1749
Q96QT4	Gene::54822	1547
Q7L5Y9	Gene::10296	1878
P80297	Gene::4501	34634
P07357	Gene::731	1611
O14786	Gene::8829	13406
Q9AQS0	Gene::drugbank:BE0003288	23229
O95835	Gene::9113	24933
P10620	Gene::4257	920
Q9UM07	Gene::23569	1809
Q16775	Gene::3029	1368
P00524	Gene::drugbank:BE0004321	24489
Q15746	Gene::4638	10013
Q93086	Gene::5026	56164
O15217	Gene::2941	1167
P18548	Gene::drugbank:BE0001833	22348
Q96KC2	Gene::221079	1668
Q9Y4R7	Gene::26140	2070
P00644	Gene::drugbank:BE0001977	22684
P02679	Gene::2266	693
Q82122	Gene::drugbank:BE0004017	22149
Q16762	Gene::7263	1820
Q9HC97	Gene::2859	762
P60953	Gene::998	819
Q7WUJ1	Gene::drugbank:BE0002497	20895
Q9Y5S1	Gene::51393	1601
P62669	Gene::drugbank:BE0004218	24356
P20333	Gene::7133	10007
O60882	Gene::9313	2050
Q4VB53	Gene::drugbank:BE0003464	24891
P29972	Gene::358	963
P26276	Gene::drugbank:BE0001369	21312
Q9H4M7	Gene::57664	1714
P07202	Gene::7173	4136
Q99677	Gene::2846	12403
P04181	Gene::4942	419
P21964	Gene::1312	225
P17174	Gene::2805	970
P15391	Gene::930	10991
P32245	Gene::4160	10341
P21918	Gene::1816	2075
Q8N1Q1	Gene::377677	3774
P98002	Gene::drugbank:BE0004162	23039
P36956	Gene::6720	1158
P31946	Gene::7529	443
P25021	Gene::3274	1751
P25789	Gene::5685	1426
P67775	Gene::5515	174
P51160	Gene::5146	11933
P28720	Gene::drugbank:BE0001405	21066
A0A143ZZK9	Gene::drugbank:BE0009185	24801
Q8WU08	Gene::202374	24976
Q9H422	Gene::10114	12853
Q9NYQ3	Gene::51179	620
P13073	Gene::1327	508
Q8TAB3	Gene::57526	6717
Q8TET4	Gene::2595	1067
O43497	Gene::8913	3490
P00846	Gene::4508	713
Q53I07	Gene::drugbank:BE0000398	20565
P09210	Gene::2939	768
Q8N5Z0	Gene::51166	423
P51584	Gene::drugbank:BE0003007	23327
P02749	Gene::350	1286
P30532	Gene::1138	2093
Q15067	Gene::51	429
Q9Y266	Gene::10726	905
Q46220	Gene::drugbank:BE0002604	21875
Q05397	Gene::5747	148
P80365	Gene::3291	1518
P33260	Gene::1562	1919
P62829	Gene::9349	52
P35030	Gene::5646	1729
Q16595	Gene::2395	1128
P54578	Gene::9097	769
P10745	Gene::5949	8451
Q92806	Gene::3765	1647
Q9Y6K9	Gene::8517	408
O95168	Gene::4710	516
P09063	Gene::drugbank:BE0002616	22270
Q04759	Gene::5588	1521
O15554	Gene::3783	2328
P42126	Gene::1632	435
A0A045KKX4	Gene::drugbank:BE0009716	23565
Q8IW54	Gene::5138	2322
P04003	Gene::722	1978
P09488	Gene::2944	2023
P36871	Gene::5236	986
P20035	Gene::drugbank:BE0001516	21375
P10092	Gene::797	1898
P25788	Gene::5684	587
Q8TDR2	Gene::140901	24897
Q96L34	Gene::57787	24946
P56181	Gene::4731	1011
P00326	Gene::126	2026
Q13093	Gene::7941	2250
P34903	Gene::2556	927
P51570	Gene::2584	1701
Q9X6R4	Gene::drugbank:BE0004419	22610
P11409	Gene::drugbank:BE0002519	20984
Q02224	Gene::1062	12341
Q15118	Gene::5163	529
Q9H1R3	Gene::85366	2030
Q99933	Gene::573	605
P14679	Gene::7299	1584
P17600	Gene::6853	279
P0CG29	Gene::2953	8766
P51787	Gene::3784	312
Q9Y697	Gene::9054	519
O60669	Gene::9194	1925
Q7Z4W1	Gene::51181	1251
O43451	Gene::8972	2169
P35568	Gene::3667	1031
P13640	Gene::4495	10200
P42081	Gene::942	9976
O15350	Gene::7161	272
Q96RI1	Gene::9971	1020
Q96RE1	Gene::drugbank:BE0008971	24673
Q8TDS4	Gene::338442	3461
P09493	Gene::7168	827
Q02252	Gene::4329	985
Q16647	Gene::5740	1202
P05023	Gene::476	1056
Q59334	Gene::drugbank:BE0001981	23358
Q9H936	Gene::79751	1908
P14618	Gene::5315	749
P04053	Gene::1791	1381
O14578	Gene::11113	9161
P12318	Gene::2212	14033
P08588	Gene::153	1307
Q16774	Gene::2987	512
Q8TCT9	Gene::81502	1580
P35218	Gene::763	1452
Q9R381	Gene::drugbank:BE0002677	21291
P11413	Gene::2539	364
P53396	Gene::47	14069
P08172	Gene::1129	1687
T1RTG8	Gene::drugbank:BE0009196	24812
P26827	Gene::drugbank:BE0001762	21654
Q9Y646	Gene::10404	4601
Q9XB59	Gene::drugbank:BE0002848	22482
P20807	Gene::825	1746
P20813	Gene::1555	1983
P26790	Gene::drugbank:BE0003926	22073
P05305	Gene::1906	11766
O14920	Gene::3551	611
P11741	Gene::drugbank:BE0001365	21093
P07288	Gene::354	1837
P04252	Gene::drugbank:BE0002903	22490
Q9REC4	Gene::drugbank:BE0003049	22425
Q969S2	Gene::252969	2010
Q09470	Gene::3736	1408
Q15391	Gene::9934	10151
Q8NFJ5	Gene::9052	1594
P16473	Gene::7253	9793
P16184	Gene::drugbank:BE0001555	21332
Q71LY2	Gene::drugbank:BE0004241	24392
P48357	Gene::3953	14284
Q57265	Gene::drugbank:BE0002562	21059
Q8GGK7	Gene::drugbank:BE0002929	22661
Q13557	Gene::817	634
P40939	Gene::3030	485
O15382	Gene::587	1656
P21397	Gene::4128	170
Q9NRF9	Gene::54107	1354
Q8TE23	Gene::80834	2199
Q13907	Gene::3422	2108
P01116	Gene::3845	26
Q460N3	Gene::165631	1783
O60664	Gene::10226	10764
Q53464	Gene::drugbank:BE0001647	22178
O75911	Gene::9249	2253
Q9KWU1	Gene::drugbank:BE0003326	23349
P10340	Gene::drugbank:BE0003022	22382
Q13002	Gene::2898	533
P13830	Gene::drugbank:BE0009254	24869
P32884	Gene::drugbank:BE0001978	22732
P35914	Gene::3155	861
P56740	Gene::drugbank:BE0001289	21015
P30049	Gene::513	1374
P0CG48	Gene::7316	13
Q70I53	Gene::drugbank:BE0003985	24077
Q9P286	Gene::57144	11683
P19883	Gene::10468	1130
P29973	Gene::1259	4028
P13900	Gene::drugbank:BE0004236	22326
P25787	Gene::5683	614
Q27655	Gene::drugbank:BE0009630	24985
Q04609	Gene::2346	1958
P15309	Gene::55	685
Q99798	Gene::50	65
P35367	Gene::3269	1177
P17516	Gene::1109	2283
P00362	Gene::drugbank:BE0002606	21535
P49286	Gene::4544	1164
P28161	Gene::2946	2077
P74645	Gene::drugbank:BE0001588	22495
P55809	Gene::5019	422
P0A0N5	Gene::drugbank:BE0001268	22801
Q16760	Gene::8527	2178
Q07343	Gene::5142	246
P61978	Gene::3190	1205
Q9BYT3	Gene::65975	24896
P28593	Gene::drugbank:BE0001551	21518
P20618	Gene::5689	1351
P04190	Gene::drugbank:BE0001426	21426
P63316	Gene::7134	1924
Q15208	Gene::11329	24898
P35499	Gene::6329	4460
P00450	Gene::1356	948
P19652	Gene::5005	2044
P01011	Gene::12	686
O96013	Gene::10298	13506
P00390	Gene::2936	424
P39900	Gene::4321	1523
P35908	Gene::3849	842
Q9UHD2	Gene::29110	9194
P05230	Gene::2246	87
P78527	Gene::5591	350
P16435	Gene::5447	181
Q7AUG5	Gene::drugbank:BE0003361	23478
Q9UHW9	Gene::9990	1880
Q09013	Gene::1760	1203
Q8KNZ7	Gene::drugbank:BE0004266	24421
P49146	Gene::4887	2139
P13861	Gene::5576	9165
Q7Z5B4	Gene::79608	599
P18251	Gene::drugbank:BE0009681	20857
Q13627	Gene::1859	259
P62714	Gene::5516	1103
P14385	Gene::drugbank:BE0002531	20995
P11586	Gene::4522	650
Q8N0U8	Gene::154807	955
P04629	Gene::4914	62
Q9BUF5	Gene::84617	543
Q14542	Gene::3177	1538
P98194	Gene::27032	1256
Q96FQ6	Gene::140576	24729
P04083	Gene::301	941
Q96RD7	Gene::24145	818
P29768	Gene::drugbank:BE0001621	23360
P22088	Gene::drugbank:BE0003764	23853
Q16853	Gene::8639	403
P0A4L9	Gene::drugbank:BE0003725	20802
P54710	Gene::486	1731
Q96LB9	Gene::114771	2038
Q9UEW8	Gene::27347	24900
Q08828	Gene::107	1881
P39045	Gene::drugbank:BE0003356	23457
P87764	Gene::drugbank:BE0008655	24680
P60903	Gene::6281	813
Q14956	Gene::10457	14762
Q9Y5Y4	Gene::11251	2336
P05162	Gene::3957	1414
O08498	Gene::drugbank:BE0002694	21339
P05187	Gene::250	902
Q92772	Gene::8999	24921
P16640	Gene::drugbank:BE0002974	22258
Q9KWT6	Gene::drugbank:BE0002671	21264
Q07820	Gene::4170	474
Q08257	Gene::1429	1417
P0C264	Gene::100130827	24972
P26676	Gene::drugbank:BE0000681	20773
Q9NPC1	Gene::56413	763
P25786	Gene::5682	637
P49619	Gene::1608	2176
P17297	Gene::drugbank:BE0001672	22088
P14555	Gene::5320	1539
P49721	Gene::5690	1344
P15925	Gene::drugbank:BE0001492	21566
P82599	Gene::drugbank:BE0002904	22446
P20815	Gene::1577	1472
P09455	Gene::5947	406
Q86US8	Gene::23293	23521
P62491	Gene::8766	867
Q9UNX9	Gene::3770	12824
P02766	Gene::7276	894
P38940	Gene::drugbank:BE0003243	21670
O15143	Gene::10095	1683
P00915	Gene::759	2187
O14756	Gene::8630	1933
P14739	Gene::drugbank:BE0003063	22492
P40616	Gene::400	1957
P13716	Gene::210	858
O00764	Gene::8566	983
Q8WWT9	Gene::64849	2014
P16234	Gene::5156	156
Q8N568	Gene::166614	24926
O94768	Gene::9262	1618
P13688	Gene::634	9436
Q99497	Gene::11315	527
Q6DT37	Gene::55561	24919
P33981	Gene::7272	1263
P10515	Gene::1737	433
O75914	Gene::5063	24960
Q16772	Gene::2940	766
Q01770	Gene::drugbank:BE0001799	21973
P22364	Gene::drugbank:BE0002746	21762
P35243	Gene::5957	1444
Q86VZ1	Gene::286530	70465
O30527	Gene::drugbank:BE0002380	23597
Q15758	Gene::6510	1540
P63151	Gene::5520	613
Q16816	Gene::5260	10212
P40925	Gene::4190	412
P27986	Gene::5295	120
Q9UHF0	Gene::6866	718
P11797	Gene::drugbank:BE0001584	21706
O15111	Gene::1147	837
P17707	Gene::262	2162
Q9HB40	Gene::59342	856
P22695	Gene::7385	220
P53350	Gene::5347	875
P18848	Gene::468	13859
P08311	Gene::1511	1350
P13995	Gene::10797	1372
P05089	Gene::383	1194
P10253	Gene::2548	1119
O31158	Gene::drugbank:BE0001985	22772
P48147	Gene::5550	1609
Q8NFA2	Gene::124056	1927
P08637	Gene::2214	9938
Q15759	Gene::5600	879
Q13554	Gene::816	1206
P15170	Gene::2935	1583
Q16518	Gene::6121	11034
Q8YSC4	Gene::drugbank:BE0003285	23197
P49840	Gene::2931	9389
Q9H169	Gene::81551	1896
P25963	Gene::4792	579
Q86XF0	Gene::200895	697
Q34522	Gene::drugbank:BE0009630	24985
O75838	Gene::10518	24720
P10768	Gene::2098	969
P19531	Gene::drugbank:BE0001639	22459
Q45135	Gene::drugbank:BE0002511	20933
Q9NY47	Gene::9254	1568
P30419	Gene::4836	355
P06576	Gene::506	86
Q01118	Gene::6332	10537
Q13224	Gene::2904	1029
P00325	Gene::125	2025
O60858	Gene::10206	1858
O90777	Gene::drugbank:BE0000664	20607
O75311	Gene::8001	3491
Q8GIQ0	Gene::drugbank:BE0002995	22296
Q8N119	Gene::118856	6269
P14061	Gene::3292	2117
P26661	Gene::drugbank:BE0004385	24617
Q15078	Gene::8851	700
